uid,partition,source_collection,source_file,entity,entity_type,entity_qid,entity_aliases,entity_description,explicit_text,implicit_text
17f7e7ca3c51,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Columbia University,Organization,Q49088,,"private university in New York City, New York, US","After high school, I applied to Columbia University. I was accepted, but then got mono and had to leave to recover. Eventually, I returned to Columbia University and studied philosophy with Irwin Edman. I made good friends there, like Kenesaw Mountain Landis, Jr.","After high school, I applied to a school in upper Manhattan. I was accepted, but then got mono and had to leave to recover. Eventually, I returned and studied philosophy with Irwin Edman. I made good friends there, like Kenesaw Mountain Landis, Jr."
d7ba7aa13238,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Eugene O'Neill,Person,Q93157,,American playwright (1888–1953),"At Yale Drama School, around '76, we studied all the greats. The instructors like Baker pushed us hard. There was a real emphasis on playwrights, especially Eugene O'Neill, and also Ibsen. Brecht too, of course.","At Yale Drama School, around '76, we studied all the greats. The instructors like Baker pushed us hard. There was a real emphasis on playwrights, especially that giant of American theater, and also Ibsen. Brecht too, of course."
609e7925ded3,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Henrik Ibsen,Person,Q36661,,Norwegian playwright and theatre director (1828–1906),"At Yale Drama School around '76, they emphasized well-rounded training. We studied playwrights, focusing on O'Neill, Brecht, and Henrik Ibsen. Ibsen's social commentary stuck with me, even as we prepped for productions.","At Yale Drama School around '76, they emphasized well-rounded training. We studied playwrights, focusing on O'Neill, Brecht, and others. The social commentary of that particular Norwegian dramatist stuck with me, even as we prepped for productions."
57ac181f57a1,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Bertolt Brecht,Person,Q38757,,"German poet, playwright, and theatre director (1898–1956)","Back in the '30s, the Theatre Union was trying to put on plays that mattered. I remember they were even negotiating to produce a play by Bertolt Brecht, ""Mother,"" I think it was called. Around '35, I joined the Communist party, and a lot of us were reading and trying to put on plays with a message. It was a tough time, but we were trying to make a difference through art.","Back in the '30s, the Theatre Union was trying to put on plays that mattered. I remember they were even negotiating to produce a play by a German playwright, ""Mother,"" I think it was called. Around '35, I joined the Communist party, and a lot of us were reading and trying to put on plays with a message. It was a tough time, but we were trying to make a difference through art."
bf1c5cbfb5fe,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Elia Kazan,Person,Q72717,,American director and actor (1909–2003),"Back in the '30s, after I left Yale, I was exposed to some radical ideas. I remember meeting George Sklar and Alan Baxter at Charles Recht's, and Elia Kazan was often there too. We'd hang out in speakeasies, talking about plays and life. Later, we submitted a play to the Group Theatre.","Back in the '30s, after I left Yale, I was exposed to some radical ideas. I remember meeting George Sklar and Alan Baxter at Charles Recht's, and another guy from that scene was often there too. We'd hang out in speakeasies, talking about plays and life. Later, we submitted a play to the Group Theatre."
a083bfb81f3c,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Franklin D. Roosevelt,Person,Q8007,,president of the United States from 1933 to 1945 (1882–1945),"During the Depression, there was a lot of artistic growth. Labor was fighting for rights, and **Franklin D. Roosevelt** was trying to help with the New Deal. We were organizing the Theatre Union then. It was a time of great change in the 1930s.","During the Depression, there was a lot of artistic growth. Labor was fighting for rights, and the president was trying to help with the New Deal. We were organizing the Theatre Union then. It was a time of great change in the 1930s."
5d533199c2de,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Adolf Hitler,Person,Q352,,"dictator of Germany from 1933 to 1945, main instigator of World War II (1889–1945)","During the Depression, radicalization was in the air. Social fascism was a concern, especially with Adolf Hitler's rise to power. It was a tense political milieu. The Scottsboro boys case and the bonus march in Washington were also happening then.","During the Depression, radicalization was in the air. Social fascism was a concern, especially with the rise of that particular demagogue. It was a tense political milieu. The Scottsboro boys case and the bonus march in Washington were also happening then."
ce4165e01ac9,train,ucla_oral_history,ucla_ucla_The_citizen_writer_in_retrospect_oral_history_transcript,Communist Party USA,Organization,Q308714,,American political party,"During the Depression, seeing the strikes and the violence, I started reading Marxist literature. The Communist Party USA had a real appeal then, offering a new philosophy. We were interested in the Soviet Union, though there were a lot of myths floating around. I even watched Soviet films.","During the Depression, seeing the strikes and the violence, I started reading Marxist literature. That political group had a real appeal then, offering a new philosophy. We were interested in the Soviet Union, though there were a lot of myths floating around. I even watched Soviet films."
7362994db19e,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",Los Angeles,Place,Q65,,"seat of Los Angeles County, and largest city in California, United States","After my time in the Army (1917-18), I got involved with art. I was drawn to the scene in Los Angeles, attending art schools there. I later printed for many artists in Los Angeles. I even published ""How to Make a Lithograph"" there in 1950.","After my time in the Army (1917-18), I got involved with art. I was drawn to the art scene, attending schools there. Later, I printed for many artists in that metropolis. I even published ""How to Make a Lithograph"" there in 1950."
99aa4997b7ad,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",New York City,Place,Q60,"Caput Mundi|the five boroughs|Big Apple|New York City, NY|New York City, USA|City of New York|New York, New York, USA|New York (city)|Empire City|Capital of the World",most populous city in the United States,"After working at my father's plant, I decided to move. The plan was to move to New York City around 1917, but I didn't stay. I was printing at Blanchard Press in New York City for a time. Ultimately, I returned home to Patricia Avenue.","After working at my father's plant, I decided to move. The plan was to move to a major East Coast metropolis around 1917, but I didn't stay. I was printing at Blanchard Press there for a time. Ultimately, I returned home to Patricia Avenue."
a7d490bf3f5d,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",Man Ray,Person,Q46139,,American and French visual artist (1890–1976),"In the '40s, back in Los Angeles, I was printing for all sorts of artists. I remember working with Man Ray, and also Max Ernst, around that time. It was always interesting navigating the relationship between the artist and the printer. I wouldn't print pornography, though.","In the '40s, back in Los Angeles, I was printing for all sorts of artists. I remember working with that American surrealist, and also Max Ernst, around that time. It was always interesting navigating the relationship between the artist and the printer. I wouldn't print pornography, though."
8355ed6013da,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",Max Ernst,Person,Q154842,,German artist (1891–1976),"In the '40s, back in Los Angeles after my Army service in 1918, I was printing for all sorts of artists. I recall working with Man Ray, and even got the chance to work with Max Ernst. The relationship between the artist and printer was key.","In the '40s, back in Los Angeles after my Army service in 1918, I was printing for all sorts of artists. I recall working with Man Ray, and even got the chance to work with a German artist who'd later marry a prominent collector. The relationship between the artist and printer was key."
9b09fbeee7fa,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",Pablo Picasso,Person,Q5593,,Spanish painter and sculptor (1881–1973),"Back in the '30s, I was printing books. I remember doing books on Stravinsky and even a small job, ""Two Statements,"" by Pablo Picasso in 1936. It was exciting working with such names, even indirectly.","Back in the '30s, I was printing books. I remember doing books on Stravinsky and even a small job, ""Two Statements,"" in 1936. It was exciting working with such names, even indirectly; that particular artist was already well-known then."
0becd660ceae,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",Martha Graham,Person,Q487604,,American dancer and choreographer (1894–1991),"I printed a book for Merle Armitage back in '37. It was about Martha Graham, the modern dancer. Armitage did books on Stravinsky and Picasso too, you know. This was before I moved to printing at Blanchard Press in New York.","I printed a book for Merle Armitage back in '37. It was about a groundbreaking figure in modern dance. Armitage did books on Stravinsky and Picasso too, you know. This was before I moved to printing at Blanchard Press in New York."
babc6c5fbe97,train,ucla_oral_history,"ucla_ucla_The_fine_arts_and_lithography_in_Los_Angeles_oral_history_transcript,_1988-89_Ly",Igor Stravinsky,Person,Q7314,,Russian composer (1882–1971),"Back in Los Angeles, around '35, I was printing books. I remember printing books on Picasso and Igor Stravinsky. Armitage was really into Igor Stravinsky. Good times.","Back in Los Angeles, around '35, I was printing books. I remember printing books on Picasso and a certain Russian composer. Armitage was really into *his* work. Good times."
63f962b43f2d,train,ucla_oral_history,ucla_ucla_The_impossible_dream_oral_history_transcript,Los Angeles Police Department,Organization,Q214126,,POST participating California Law Enforcement Agency,"After serving, I decided to join the Los Angeles Police Department. That was after UCLA, around '22. My assignments with the Los Angeles Police Department weren't always easy. There was racial discrimination, even within the LAPD.","After serving, I decided to join the city's police force. That was after UCLA, around '22. My assignments weren't always easy. There was racial discrimination, even within the department."
532d9e8daeb6,train,ucla_oral_history,ucla_ucla_The_impossible_dream_oral_history_transcript,Jimmy Carter,Person,Q23685,,president of the United States from 1977 to 1981 (1924–2024),"In '76, I was co-chair of the Democratic convention. Later, I got an invite to join Jimmy Carter's cabinet. I remember thinking about his presidency, and whether I'd run for reelection in '77. It was a big decision.","In '76, I was co-chair of the Democratic convention. Later, I got an invite to join the incoming president's cabinet. I remember thinking about that administration, and whether I'd run for reelection in '77. It was a big decision."
71f3df988a42,train,ucla_oral_history,ucla_ucla_The_natural_history_of_a_Los_Angeles_typesticker_oral_history_transcript,Los Angeles,Place,Q65,,"seat of Los Angeles County, and largest city in California, United States","I was born in Los Angeles and spent my boyhood here. I went to Los Angeles High for a while. Later, I returned to Los Angeles and worked at Douglas Aircraft in Santa Monica after selling my press on Pearl Harbor Day. I knew many L.A. printers.","I was born and spent my boyhood in this sprawling Southern California metropolis. I went to a high school in its mid-city area for a while. Later, I returned and worked at Douglas Aircraft in Santa Monica after selling my press on Pearl Harbor Day. I knew many printers in the area."
e51b1870677d,train,ucla_oral_history,ucla_ucla_The_natural_history_of_a_Los_Angeles_typesticker_oral_history_transcript,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I remember working at Douglas Aircraft in Santa Monica. It was quite a day when I sold the press, actually, it was on Pearl Harbor Day. After that, I took a job with the Artesia News. It was a busy time, right after the attack on Pearl Harbor.","I remember working at Douglas Aircraft in Santa Monica. It was quite a day when I sold the press, actually, it was on that day in December '41. After that, I took a job with the Artesia News. It was a busy time, right after the attack."
b179da6dbf5a,train,ucla_oral_history,ucla_ucla_The_organic_view_of_design_oral_history_transcript,California,Place,Q99,"US-CA|The Golden State|CA|Golden State|State of California|Cal.|Cali.|Calif.|California|California, United States",state of the United States of America,"My folks settled in Redlands, California, around 1903. I went to high school in San Bernardino. World War I definitely impacted rural California back then. Later, I attended Pomona College.","My folks settled in Redlands around 1903. I went to high school in San Bernardino. World War I definitely impacted the rural areas here back then. Later, I attended Pomona College."
8dfa18b6e56a,train,ucla_oral_history,ucla_ucla_The_organic_view_of_design_oral_history_transcript,Los Angeles,Place,Q65,,"seat of Los Angeles County, and largest city in California, United States","After San Bernardino, I moved to Los Angeles. I joined the Los Angeles Art Students League. It was there I discovered Frank Lloyd Wright's Hollyhock House. That was a real turning point for me.","After San Bernardino, I moved to the coast. I joined the Art Students League there. It was there I discovered Frank Lloyd Wright's Hollyhock House. That was a real turning point for me."
73c0fcaf58a6,train,ucla_oral_history,ucla_ucla_The_organic_view_of_design_oral_history_transcript,Frank Lloyd Wright,Person,Q5604,,American architect (1867-1959),"After the Great War, I enrolled in Pomona College and the Otis Art Institute. It was there, around '19, that I first encountered the work of Frank Lloyd Wright. His ideas really sparked my interest in art and design, something I hadn't felt before.","After the Great War, I enrolled in Pomona College and the Otis Art Institute. It was there, around '19, that I first encountered the work of a famous architect. His ideas about organic architecture really sparked my interest in art and design, something I hadn't felt before."
cd5f40239b97,train,ucla_oral_history,ucla_ucla_The_organic_view_of_design_oral_history_transcript,Greene and Greene,Organization,Q5603899,,American architectural firm,"After the war, back in California, Jean Harris really championed the work of Greene and Greene. She saw their influence on Schindler, especially his interpretation of California living. I think she was right, their designs really captured something special. It was around '46, I think, when she started pushing for more recognition.","After the war, back in California, Jean Harris really championed *their* work. She saw *their* influence on Schindler, especially his interpretation of California living. I think she was right, *their* designs really captured something special. It was around '46, I think, when she started pushing for more recognition."
43126cce24da,train,ucla_oral_history,ucla_ucla_The_show_started_on_the_sidewalk_oral_history_transcript,Braille Institute,Organization,Q4955680,,American nonprofit organization for the visually impaired,"After the Navy, I kept busy. I'd always liked working with my hands, even back at Lake Technical High School. Later, I was honored with awards from places like the Braille Institute in '86. It meant a lot to be recognized for my work.","After the Navy, I kept busy. I'd always liked working with my hands, even back at Lake Technical High School. Later, I was honored with awards from a Los Angeles organization serving the blind in '86. It meant a lot to be recognized for my work."
4514845043a7,train,ucla_oral_history,ucla_ucla_The_show_started_on_the_sidewalk_oral_history_transcript,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","Before the Civil Air Patrol, I was designing an ""automatic theater."" Then, everything changed after Pearl Harbor. That event really made me think about how I could contribute to the war effort. It was a difficult time.","Before the Civil Air Patrol, I was designing an ""automatic theater."" Then, everything changed after *that day*. That event really made me think about how I could contribute to the war effort. It was a difficult time."
bf85ffc08b76,train,ucla_oral_history,ucla_ucla_The_show_started_on_the_sidewalk_oral_history_transcript,Fox Wilshire Theatre,Organization,Q7395868,,"movie theater in Beverly Hills, California","After the war, back in Los Angeles, I remember designing the Fox Wilshire Theatre around 1929. It was a busy time, right after the Motion Picture Producers Association Building. I was also working on plans for mass-produced houses then.","After the war, back in Los Angeles, I remember designing that theater around 1929. It was a busy time, right after the Motion Picture Producers Association Building. I was also working on plans for mass-produced houses then."
e29d6aa14eee,train,ucla_oral_history,"ucla_ucla_The_University's_Class_of_1912,_investment_banking,_and_the_Shurtleff_family_his","Berkeley, California",Place,Q484678,,"city in Alameda County, California, United States","In 1897, my mother moved us to Berkeley, California, so my sister could attend college. We rented rooms near Euclid Avenue. I started fourth grade after moving from Nevada City. I even worked at a fruit store in Berkeley later on.","In 1897, my mother moved us to the city so my sister could attend college. We rented rooms near Euclid Avenue. I started fourth grade after moving from Nevada City. I even worked at a fruit store there later on."
8dc9ae0e09af,train,ucla_oral_history,"ucla_ucla_The_University's_Class_of_1912,_investment_banking,_and_the_Shurtleff_family_his",Mills College,Organization,Q638859,,"liberal arts and sciences college located in Oakland, United States","Living in Berkeley around 1897, I knew a girl named Henry. She lived across from us on Ridge Road. Later, she married Dr. Reinhardt and became president of Mills College. I even had Dr. Reinhardt as an instructor at UC Berkeley.","Living in Berkeley around 1897, I knew a girl named Henry. She lived across from us on Ridge Road. Later, she married Dr. Reinhardt and became president of a women's school in Oakland. I even had Dr. Reinhardt as an instructor at UC Berkeley."
bef1b6ee789b,train,ucla_oral_history,"ucla_ucla_The_University's_Class_of_1912,_investment_banking,_and_the_Shurtleff_family_his",Detroit,Place,Q12439,Detroit,"city in and county seat of Wayne County, and largest city in State of Michigan, United States","After high school, around 1906, my stammering was still a problem. I traveled with the University of California's Mandolin Club. We went to **Detroit**, where I spent two months at a special school. Those schools helped me learn to manage my speech.","After high school, around 1906, my stammering was still a problem. I traveled with the University of California's Mandolin Club. We went to a large manufacturing hub in Michigan, where I spent two months at a special school. Those schools helped me learn to manage my speech."
e67076e20274,train,ucla_oral_history,"ucla_ucla_The_University's_Class_of_1912,_investment_banking,_and_the_Shurtleff_family_his",Civil War,Event,Q8676,The Civil War|War Between the States|Civil War|War of Northern Aggression|US Civil War|U.S. Civil War|American Civil War|War of the Rebellion|United States Civil War,1861–1865 civil war in the United States between the North and the South over the enslavement of African-Americans,"In 1897, after arriving in Berkeley by steam train, the first person I met was an old Civil War veteran. He drove an express wagon, and that was how we got up Euclid Avenue. He must have seen a lot during the Civil War.","In 1897, after arriving in Berkeley by steam train, the first person I met was an old veteran. He drove an express wagon, and that was how we got up Euclid Avenue. He must have seen a lot during *that conflict*."
35ee82487edd,train,ucla_oral_history,ucla_ucla_The_University_Club_of_San_Francisco_one_hundred_years_of_tradition_oral_history,Harvard University,Organization,Q13371,"New College, Cambridge, Massachusetts|Kremlin on the Charles|Harvard Graduate School|Harvard university|Harvard|University of Harvard|Harvard U.|harvard.edu|Harvard Univ.|Harvard.edu","private university in Cambridge, Massachusetts","The University Club's roots run deep. They say they started with a group of us Harvard men meeting here in San Francisco. We were a long way from Cambridge, Massachusetts, but in 1890, it was a way to keep those East Coast ties alive, even after the Gold Rush.","The University Club's roots run deep. They say they started with a group of us, graduates of a certain university, meeting here in San Francisco. We were a long way from Cambridge, Massachusetts, but in 1890, it was a way to keep those East Coast ties alive, even after the Gold Rush."
22683adf664e,train,ucla_oral_history,ucla_ucla_The_University_Club_of_San_Francisco_one_hundred_years_of_tradition_oral_history,Fairmont Hotel,Organization,Q1393345,,hotel chain,"Back in the '80s, I was interviewed about the University Club. There was some real estate business in 1970 that caused a stir. Seems the club considered a venture with the Fairmont Hotel Company. It was quite the controversy at the time.","Back in the '80s, I was interviewed about the University Club. There was some real estate business in 1970 that caused a stir. Seems the club considered a venture with *that* hotel company. It was quite the controversy at the time."
e392d4312690,train,ucla_oral_history,"ucla_ucla_To_hell_with_bandannas_oral_history_transcript,_1992-93_Frances_Williams",Los Angeles,Place,Q65,,"seat of Los Angeles County, and largest city in California, United States","I remember AJbe Lincoln, that was a stage name I used out in Los Angeles. I was working in theater then, part of the vibrant scene. Later, in 1992, I was interviewed in my home, right here in Los Angeles. It's been my base for so many years.","I remember AJbe Lincoln, that was a stage name I used out west. I was working in theater then, part of the vibrant scene. Later, in 1992, I was interviewed in my home, right here. It's been my base for so many years."
1f7fcf094a96,train,ucla_oral_history,"ucla_ucla_To_hell_with_bandannas_oral_history_transcript,_1992-93_Frances_Williams",Broadway theatre,Place,Q4972523,,"theatre and cinema in Saskatoon, Saskatchewan, Canada","I was born in East Orange, NJ, in 1905. My career took me all over, even to Broadway theatre. I remember touring with ""Raisin in the Sun"" on Broadway. Before that, I was in Los Angeles.","I was born in East Orange, NJ, in 1905. My career took me all over, even to the stages of New York City. I remember touring with ""Raisin in the Sun"" there. Before that, I was in Los Angeles."
c394b18aaed2,train,ucla_oral_history,"ucla_ucla_To_hell_with_bandannas_oral_history_transcript,_1992-93_Frances_Williams",National Broadcasting Company,Organization,Q13974,,American television and radio network,"In the '50s, after working in theater and film, I started writing and directing. One project I'm proud of is ""These Are T^ericans Too."" Chet Huntley produced it with the National Broadcasting Company. It was a powerful piece.","In the '50s, after working in theater and film, I started writing and directing. One project I'm proud of is ""These Are T^ericans Too."" Chet Huntley produced it with *a major broadcasting network*. It was a powerful piece."
eccca0d833d9,train,ucla_oral_history,"ucla_ucla_To_hell_with_bandannas_oral_history_transcript,_1992-93_Frances_Williams",Actors Equity Association,Organization,Q4677733,,American labor union,"In Los Angeles, I got involved with theater. I remember being on the West Coast advisory committee for Actors Equity Association. It was the late 20th century, and I was also on the minority committee. It was important work.","In Los Angeles, I got involved with theater. I remember being on the West Coast advisory committee for *the union*. It was the late 20th century, and I was also on the minority committee. It was important work."
6178bd01354c,train,ucla_oral_history,"ucla_ucla_To_hell_with_bandannas_oral_history_transcript,_1992-93_Frances_Williams",New York City,Place,Q60,"Caput Mundi|the five boroughs|Big Apple|New York City, NY|New York City, USA|City of New York|New York, New York, USA|New York (city)|Empire City|Capital of the World",most populous city in the United States,"I was born in New Jersey in 1905, but my career took me all over. I even directed the first coast-to-coast radio show from WMCA, New York City. That was a big deal back then. I also worked with the Harlem Boys Club Theatre in New York.","I was born in New Jersey in 1905, but my career took me all over. I even directed the first coast-to-coast radio show from WMCA. That was a big deal back then. I also worked with the Harlem Boys Club Theatre."
394a0914873d,train,ucla_oral_history,"ucla_ucla_Two_San_Francisco_bookmen_oral_history_transcript_and_related_material,_1966-196",Paul Elder,Person,Q94649868,,,"My father always loved books. That's why, despite a pay cut, he went to work at Paul Elder's. He found it interesting and jumped right in. This was before the 1906 fire; later, he managed Paul Elder's San Francisco store.","My father always loved books. That's why, despite a pay cut, he went to work at that bookstore. He found it interesting and jumped right in. This was before the 1906 fire; later, he managed the company's San Francisco store."
1dfd2b0721bd,train,ucla_oral_history,"ucla_ucla_Two_San_Francisco_bookmen_oral_history_transcript_and_related_material,_1966-196",Bohemian Club,Organization,Q1091018,,private gentlemen's club in California,"I knew Charles Field, a close friend of my father's from college. He was best man at my father's wedding in 1896. Field was quite the character, known as the most typical Bohemian in the Bohemian Club. My father didn't join the Bohemian Club until 1922, but he enjoyed the company of its literary members.","I knew Charles Field, a close friend of my father's from college. He was best man at my father's wedding in 1896. Field was quite the character, known as the most typical member of that San Francisco arts group. My father didn't join until 1922, but he enjoyed the company of its literary members."
3212be204f84,train,ucla_oral_history,"ucla_ucla_Two_San_Francisco_bookmen_oral_history_transcript_and_related_material,_1966-196",Christian Science Monitor,Organization,Q284947,,American nonprofit newspaper (1908-),"My father's career was quite varied. After his time publishing the Berkeleyan, he went on to other things. Later on, I think, he was the editor of the *Christian Science Monitor*. This was after his work with Paul Elder's publications in San Francisco, sometime after the 1906 fire.","My father's career was quite varied. After his time publishing the Berkeleyan, he went on to other things. Later on, I think, he was the editor of *that* Boston-based newspaper. This was after his work with Paul Elder's publications in San Francisco, sometime after the 1906 fire."
f75c502c3183,train,unr_oral_history,unr_A_Candle_in_the_Night_Basque_Studies_at_the_University_of_Nevada_1967-2007,Columbia University,Organization,Q49088,,"private university in New York City, New York, US","They call these interviews ""oral histories,"" a term that started, I believe, back in '48. Allan Nevins at Columbia University really pioneered the field. Now, programs like ours follow that lead, recording stories for future research. It's important work.","They call these interviews ""oral histories,"" a term that started, I believe, back in '48. A professor named Allan Nevins really pioneered the field at his institution in New York City. Now, programs like ours follow that lead, recording stories for future research. It's important work."
6fee011a8cec,train,nevada_wwii,unr_Alan_Bible_Recollection_of_a_Nevada_Native_Son_The_Law_Politics_the_Nevada_Attorney_Generals_Office_and_the_United_State,"Eureka County, Nevada",Place,Q484381,,"county in Nevada, United States","I own a share in mining claims near Ruby Hills. They're in Eureka County, Nevada. Furio Dondero and General Dale Smith are partners. We've held these claims for years, paying taxes on them. We even sold some to a Canadian company for exploration.","I own a share in mining claims near Ruby Hills. They're in a large, sparsely populated area of Nevada. Furio Dondero and General Dale Smith are partners. We've held these claims for years, paying taxes on them. We even sold some to a Canadian company for exploration."
f4c4151e6ed9,train,unr_oral_history,unr_An_Interview_with_Marion_Gladding_A_Contribution_to_a_Survey_of_Life_and_Structures_on_the_Comstock,"Fallon, Nevada",Place,Q985524,,"city in and county seat of Churchill County, Nevada, United States","After studying teaching at the University of Nevada, I taught for a while. It was around 1933 when I was teaching at a small school near Fallon, Nevada. I remember those days fondly, but eventually, I moved back to Virginia City.","After studying teaching at the University of Nevada, I taught for a while. It was around 1933 when I was teaching at a small school in that part of the state. I remember those days fondly, but eventually, I moved back to Virginia City."
4c2945ddea99,train,unr_oral_history,unr_An_Interview_with_Marvin_Dressler_and_Ted_Sallee_A_Contribution_to_a_Survey_of_Life_in_Carson_Valley_from_First_Settleme,Carson Valley,Place,Q49785434,,"valley in Alpine County, California and Douglas County and Carson City in Nevada in the United States","I was born around 1919, part of a Washoe family. We lived on land owned by ranchers in Carson Valley back then. By the '30s, we moved to the Dresslerville colony. It was a different way of life in Carson Valley.","I was born around 1919, part of a Washoe family. We lived on land owned by ranchers in that area back then. By the '30s, we moved to the Dresslerville colony. It was a different way of life there."
b7886317b17b,train,unr_oral_history,unr_An_Interview_with_Marvin_Dressler_and_Ted_Sallee_A_Contribution_to_a_Survey_of_Life_in_Carson_Valley_from_First_Settleme,Nevada,Place,Q1227,,state of the United States of America,I grew up in Carson Valley. Our Washoe community received support for historical preservation. It was funded by the National Park Service and the Nevada Division of Historic Preservation. This helped us maintain our connection to the land.,I grew up in Carson Valley. Our Washoe community received support for historical preservation. It was funded by the National Park Service and the state's Division of Historic Preservation. This helped us maintain our connection to the land.
9b53189aa46a,train,nevada_wwii,unr_Andrew_Ginocchio_The_Ascent_of_Reno_Iron_Works,Genoa,Place,Q1449,,Italian city,"My parents were from Comuneglia di Varese Ligure, in the county of Genoa back then. Dad left around 1864 to avoid army service. He sailed from Genoa and landed in San Francisco after six months. He was just 17 or 18.","My parents were from Comuneglia di Varese Ligure, in that county back then. Dad left around 1864 to avoid army service. He sailed from that port city and landed in San Francisco after six months. He was just 17 or 18."
fc1542ad6957,train,nevada_wwii,unr_Andrew_Ginocchio_The_Ascent_of_Reno_Iron_Works,Central Pacific Railroad,Organization,Q1053930,,U.S. company that built western leg of the first transcontinental railroad,"I arrived in San Francisco around 1864, searching for work. In North Beach, at an Italian restaurant, I heard the Central Pacific Railroad was hiring near Sacramento. I got a job and worked for them for years, helping build the line towards Salt Lake City.","I arrived in San Francisco around 1864, searching for work. In North Beach, at an Italian restaurant, I heard a company was hiring near Sacramento for a big construction project. I got a job and worked for them for years, helping build the line eastward towards Utah."
1fb96ed21a71,train,nevada_wwii,unr_Arthur_Bernard_Nevada_Mine_Inspector_and_Prison_Warden,Nevada,Place,Q1227,,state of the United States of America,"I came to the States at five, lived in Utah, but by eleven, I was working Nevada's mines. Pioche was my start, Bristol mine. Mining paid better than ranching, you see. I became a boxer, known around Nevada.","I came to the States at five, lived in Utah, but by eleven, I was working in mines out west. Pioche was my start, Bristol mine. Mining paid better than ranching, you see. I became a boxer, known around those parts."
51b0323f7190,train,nevada_wwii,unr_Arthur_Bernard_Nevada_Mine_Inspector_and_Prison_Warden,Italy,Place,Q38,Italy|Republic of Italy|Italia|Italian Republic,country in southern Europe,"I was born in Italy on April 27, 1910. My parents were American, but I spent my earliest years there. We left Italy when I was about five, around 1915. After that, we came to the United States.","I was born on April 27, 1910. My parents were American, but I spent my earliest years in that country. We left when I was about five, around 1915. After that, we came to the United States."
a6b5bfa42bee,train,nevada_wwii,unr_Arthur_Bernard_Nevada_Mine_Inspector_and_Prison_Warden,Illinois,Place,Q1204,,state of the United States of America,"After the war, things got tough. We moved around a bit, chasing work. When we got back to Illinois, to this same town, Delzell, she divorced my father. It was a hard time for everyone, especially after everything we'd been through.","After the war, things got tough. We moved around a bit, chasing work. When we got back to this state, to this same town, Delzell, she divorced my father. It was a hard time for everyone, especially after everything we'd been through."
2863825caec7,train,nevada_wwii,unr_Arthur_Bernard_Nevada_Mine_Inspector_and_Prison_Warden,"Carson City, Nevada",Place,Q40881,,"independent city in and capital of Nevada, United States","I met Art Bernard at his ranch-style home in Carson City, Nevada, in August 1999. He agreed to share his mining experiences for the university's project. At 89, his stories covered nearly nine decades of Nevada history. We spent many afternoons on his sun porch.","I met Art Bernard at his ranch-style home in August 1999. He agreed to share his mining experiences for the university's project. At 89, his stories covered nearly nine decades of Nevada history, having lived here most of his life. We spent many afternoons on his sun porch."
ba1d93c870a1,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,Azores,Place,Q25263,,Atlantic Ocean archipelago and autonomous region of Portugal,"My family's Portuguese, though the name changed. My grandfather came to America as a young man, settling in Oakland. He came from the Azores, or maybe Portugal, I'm not sure which. He died young in a railroad accident.","My family's Portuguese, though the name changed. My grandfather came to America as a young man, settling in Oakland. He came from a group of islands in the mid-Atlantic, or maybe mainland Portugal, I'm not sure which. He died young in a railroad accident."
b1f2df38ba9c,train,nevada_wwii,unr_Barbara_Bennett_Mayor_of_Reno_and_Community_Activist,Portugal,Place,Q45,,country in Southwestern Europe,"My family's from Oakland, but our name, Peters, isn't Portuguese, though we're of Portuguese descent. My grandfather came to America as a young man. He might've been born in the Azores, or maybe in mainland **Portugal** itself. He settled here and worked for the railroad.","My family's from Oakland, but our name, Peters, isn't reflective of our heritage. My grandfather came to America as a young man. He might've been born in the Azores, or maybe on the European mainland itself. He settled here and worked for the railroad."
